
1903,2690,2446,3068,2634,2757,2942,2736,2454
1564,3525,2546,2844,3001,2963,2800,3480,3086
4291,5013,4387,5216,5719,4723,4305,3318,2599
4274,4624,4600,4439,4536,3814,3275,3595,2880
4566,5122,4683,3784,3801,3101,4099,2346,2136
