34.24,34.80,35.40,35.96,36.16,36.42,36.9,37.42,37.62
37.9,37.92,38.2,38.7,39.04,39.3,39.66,40.0,39.68
39.1,38.84,38.68,38.5,38.16,37.98,37.68,37.42,37.06
36.36,35.78,35.26,34.78,34.22,33.86,33.48,33.24,33.18
33.02,33.1,33.18,33.24,33.38,33.48,33.68,33.94,34.02
